time,open,high,low,close,VWAP,Volume,Plot,Plot,Plot,Plot,RSI,Plot,Plot,Plot,Plot,ADX,ATR
2024-05-15T14:00:00+05:30,22189,22225.8,22185.5,22211.45,22216.020685986718,7330191,70,60,40,30,53.45149287225426,60,40,70,30,12.875181077142814,35.7146885872154
2024-05-15T14:15:00+05:30,22210.4,22215.45,22182.15,22190.65,22215.166647378806,7222614,70,60,40,30,48.45583459238802,60,40,70,30,12.658243386851623,35.542210830985674
2024-05-15T14:30:00+05:30,22192.95,22217.95,22184.55,22202.45,22214.50339136807,8700573,70,60,40,30,51.24002973816727,60,40,70,30,12.532375615531008,35.38919577162966
2024-05-15T14:45:00+05:30,22201.85,22227.95,22201.05,22224.35,22214.667786363625,9355994,70,60,40,30,55.991258094523026,60,40,70,30,12.72174819401512,34.78282464508479
2024-05-15T15:00:00+05:30,22221.95,22233.55,22183.45,22205.05,22213.883190918757,22417539,70,60,40,30,51.25159237141763,60,40,70,30,12.209952984705197,35.8769085990072
2024-05-15T15:15:00+05:30,22203.45,22214.95,22188.9,22210.4,22213.017894681987,21882239,70,60,40,30,52.45311165063744,60,40,70,30,11.73471457606027,35.17498655622092
2024-05-16T09:15:00+05:30,22324.3,22330,22281.2,22313.15,22308.11666666667,31071688,70,60,40,30,68.50741223493719,68.50741223493719,40,70,30,13.909976069850593,41.205344659347894
2024-05-16T09:30:00+05:30,22310.95,22316.65,22236.35,22239.35,22289.633900623947,22505995,70,60,40,30,54.3203865213083,60,40,70,30,14.507648052319164,43.99782004082325
2024-05-16T09:45:00+05:30,22239.2,22265.75,22226.8,22241.55,22280.191364511847,14254431,70,60,40,30,54.62206858457183,60,40,70,30,14.790893863730197,43.63726146647878
2024-05-16T10:00:00+05:30,22239.5,22260.25,22216.35,22244.45,22273.875529107034,12778813,70,60,40,30,55.0435506245031,60,40,70,30,14.754626416442843,43.656028504587546
2024-05-16T10:15:00+05:30,22244.7,22250.75,22165.15,22186.1,22262.77885339693,14401575,70,60,40,30,45.821434155589436,60,40,70,30,13.964230238104964,46.65202646854548
